Key,Value
914,"皆隨此去，終成塵土[/record]
她臉姣好胸脯圓潤[/record]
沒有反愛的法律能公正[/record]
若你喜歡，可稱之為欲[/record]
我對必須做的事絕望[/record]
鞘中劍生鏽[/record]
無信任處便無愛[/record]
有翼之鳥向亮空衝[/record]
或許我的歌令你厭惡[/record]
要強壯，吾愛，你必須適應[/record]
看見那騎士，強壯結實？[/record]
讓漫遊欲充滿我[/end]"
915,"當我想著你，親愛的朋友[/record]
開始最接近結束[/record]
河在最寬的彎最深[/record]
既不借，愛啊，也不貸！[/record]
身心之愛交融[/record]
帶著痛，我覺心在癒[/record]
愚人把這民謠寫酸了[/record]
與你共度極樂之夜[/record]
向你，我把一切憂慮送出[/record]
過去粗鄙，未來未知[/record]
你的榮譽，我知我會捍衛[/record]
這激情不該冒犯[/record]
向湮滅，我的靈下降[/record]
我怕，吾愛，你在屈尊[/record]
騎士將逮捕惡徒[/record]
愛，你能理解這嗎？[/record]
我將依賴你善良的心[/record]
驕傲的 %cn 上空，星懸著[/record]
我最美的衣裳我將撕破[/end]"
916,"腐爛的百合比雜草更臭[/record]
我挨餓卻從你手中取食[/record]
啊瑪拉，我必須遵你殘酷的法[/record]
親愛的，跟我走這條路[/record]
欲之刃使我靈魂流血[/record]
向你，美瑪拉，我求慈悲[/record]
吃好食飲美蜜酒[/record]
你或會得到你所需[/record]
來吧雨手之水，快來[/record]
你最高貴的種，你最精的血統[/record]
愛是我的宗教，哀是我的信條[/record]
收我為你的，為愛不為貪[/record]
首種月雨水充沛[/record]
強如牛，迅如駿[/record]
你的驕傲我發誓永不誤導[/record]
人的惡法阻礙真愛[/record]
你的美與雅無人能超越[/end]"
917,"憑瑪拉，我覺我的愛稀有[/record]
如強隼在高空飛[/record]
如真理，我願見你身體赤裸[/record]
我吻你唇與你如此姣好的頸[/record]
愛使我們魯莽，無所顧忌[/record]
如此大膽的激情我敢[/record]
那麼，吾愛，你可好？[/record]
年中的陽光在你髮上亮[/record]
他是她的種馬，她是他的牝馬[/record]
他們一起走向廣場[/record]
你從未見過更美的一對！[/record]
啊女神瑪拉，承認我的祈禱！[/record]
浴在陽光，陽光可穿[/record]
在月光與星上，戀人起誓[/record]
我的愛向你悲傷地宣告[/record]
我不會與春曉相比[/record]
我的生命在痛苦中，我充滿絕望[/record]
我記得那憂鬱的戀情[/record]
親愛的愛，買者當心[/end]"
918,"用你白皙的手伸向我[/record]
嫉妒走過處，哀愁便在[/record]
我持盒墜，你有鑰匙[/record]
你美麗的髮上，我瞥見一蚤[/record]
當你看見愛，莫逃[/record]
我的女神，啊瑪拉，我懇求[/record]
真正自由意味什麼？[/record]
愛啊，給我們加一，變成三[/record]
鳥在樹上啁啾情歌[/record]
但你，吾愛，遠在海的那頭[/record]
你把自己給我，我把自己給你[/record]
瑪拉的法令如此說[/record]
沒有傻瓜能保證愛[/record]
我的眼看見何等景象！[/record]
你溺於狂暴的海[/record]
我把你的魂帶進我體內[/end]"
919,"我採花來鋪你的路[/record]
你髮夜黑，你眼亮如晝[/record]
喏喏喏喏，嘿！[/record]
在花枝上，我的身體躺[/record]
像孩子，我們在金田裡玩[/record]
我們傻瓜為愛付何代價！[/record]
像風暴前的雲，我變灰[/record]
親愛的，請留在我身旁！[/record]
我的愛如強枝永不搖[/record]
你摘花做你的花束[/record]
舞者開始他們悲傷的芭蕾[/record]
趁還可以，讓我們嬉戲[/record]
吾愛，你如此遠遠[/record]
每天一千個荒廢的時辰[/record]
你會就這樣把我扔掉嗎？[/end]"
920,"甜美的白晝，如此涼、如此靜而亮[/record]
讓自己避開嫉妒的咬[/record]
和平吧，吾愛，我厭倦了戰[/record]
讓我們把愛舉向光[/record]
收成有豐也有疫[/record]
莫憐我悲哀的處境！[/record]
我們竭盡全力掙扎[/record]
她是他的夫人，他是她的騎士[/record]
你行走如夜一般美[/record]
你以嫉妒的惡意使我痛[/record]
我詛咒我眼的視覺[/record]
田裡我瞥見一匹白馬[/record]
來吧吾愛，黃昏來[/record]
對你，親愛的，我欣喜[/record]
我在沒有光的房間[/record]
我願付出一切緊擁你[/record]
我願今晚帶你回家[/record]
今夜就把我擁入你懷[/end]"
921,"粗野的牧人如此唱[/record]
你的愛像甜蜜的禍[/record]
若這就是愛，我無法假裝[/record]
把刀拿來讓我被殺[/record]
為何愛帶來如此多痛？[/record]
我心裡有暴君在統治[/record]
你留我站在雨中[/record]
吾愛，你怎能如此虛榮？[/record]
無常的月盈又虧[/record]
我心再次裂成兩半[/record]
隱秘、迪德拉、奧術的力[/record]
用言語，我把你鎖住[/record]
你以真正的輕蔑看我[/record]
我怎能祈禱重獲希望？[/record]
或許，吾愛，我該解釋[/record]
戀人如何從愛中禁慾？[/record]
你如颶風來到我面前[/record]
我能看穿你的手法[/record]
我被空洞的念頭折磨[/record]
我只希望我或許能娛人[/record]
戀人與瘋子可曾清醒？[/end]"
1000,"%mat %arm [/center]
護甲等級 %mod[/center]
狀態：%qua[/center]
重量：%kg 公斤[/center]
[/end]"
1001,"%mat %wep [/center]
傷害 %wdm 點[/center]
狀態：%qua[/center]
重量：%kg 公斤[/center]
[/end]"
1002,"%mit [/center]
狀態：%qua[/center]
價值：%wth 金幣[/center]
重量：%kg 公斤[/center]
[/end]"
1003,"%it[/center]
狀態：%qua[/center]
價值：%wth 金幣[/center]
重量：%kg 公斤[/center]
[/end]"
1004,"%it[/center]
容納：%hs[/center]
狀態：%qua[/center]
價值：%wth 金幣[/center]
重量：%kg 公斤[/center]
[/end]"
1005,"%mat %wep [/center]
傷害 %wdm 點[/center]
狀態：%qua[/center]
重量：%kg 公斤[/center]
已塗毒：%wpn[/end]"
1006,"%it[/center]
狀態：%qua[/center]
價值：%wth 金幣[/center]
重量：%kg 公斤[/center]
內含：%wpn[/end]"
1007,"%it[/center]
價值：%wth 金幣[/center]
重量：%kg 公斤[/center]
[/end]"
1008,"%po[/center]
價值：%wth 金幣[/center]
重量：%kg 公斤[/center]
[/end]"
1009,"%bt 由 %ba 著[/center]
價值：%wth 金幣[/center]
重量：%kg 公斤[/center]
[/end]"
1010,"你身體不適，可能無法撐過[/center]
長時間旅行。你仍要[/center]
繼續快速旅行嗎？[/center]
[/end]"
1011,"%wep[/center]
重量：%kg 公斤[/center]
[/end]"
1012,"%wep [/center]
傷害 %wdm 點[/center]
狀態：%qua[/center]
重量：%kg 公斤[/center]
[/end]"
1013,"%wep [/center]
狀態：%qua[/center]
重量：%kg 公斤[/center]
[/end]"
1014,"%arm [/center]
護甲等級 %mod[/center]
狀態：%qua[/center]
重量：%kg 公斤[/center]
[/end]"
1015,"奧格瑪無限之書[/center]
價值：50000 金幣[/center]
重量：%kg 公斤[/center]
[/end]"
1016,"物品能力：[/left]
%mpw[/center]
[/end]"
1068,"你的職業禁止[/center]
裝備此物品。[/center]
[/end]"
1069,"確定要離開遊戲嗎？[/center]
[/end]"
1071,"你完全精疲力竭，倒在地上。[/center]
一小時後你醒了過來。[/center]
[/end]"
1072,"你完全精疲力竭，倒在地上。[/center]
在那種狀態下，你輕易成為遊蕩怪物的獵物，[/center]
再也沒有醒來。[/center]
[/end]"
1073,"你在 %hrg 地區[/center]
%htwn 城鎮的[/center]
房屋地契。[/center]
[/end]"
1200,"麻痺[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標麻痺。[/center]
基礎成功機率為 %bch，施法者能力每 %clc 級再加上 %ach。[/center]
若成功，目標將被麻痺[/center]
持續 %bdr 回合，再加上 %adr[/center]
施法者每 %cld 級的額外回合，[/center]
除非目標被治癒。""[/center]
[/end]"
1201,"麻痺[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標麻痺。[/center]
基礎成功機率為 %bch，施法者能力每 %clc 級再加上 %ach。[/center]
若成功，目標將被麻痺[/center]
持續 %bdr 回合，再加上 %adr[/center]
施法者每 %cld 級的額外回合，[/center]
除非目標被治癒。""[/center]
[/end]"
1202,"麻痺[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標麻痺。[/center]
基礎成功機率為 %bch，施法者能力每 %clc 級再加上 %ach。[/center]
若成功，目標將被麻痺[/center]
持續 %bdr 回合，再加上 %adr[/center]
施法者每 %cld 級的額外回合，[/center]
除非目標被治癒。""[/center]
[/end]"
1203,"持續傷害——生命[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的生命受到傷害。[/center]
目標將失去 %1bm 至 %2bm 點生命[/center]
每回合，施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
1204,"持續傷害——生命[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的生命受到傷害。[/center]
目標將失去 %1bm 至 %2bm 點生命[/center]
每回合，施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
1205,"持續傷害——疲勞[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的疲勞受到傷害。[/center]
目標每回合將失去 %1bm 至 %2bm 點疲勞，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
1206,"持續傷害——法術點數[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的法術點數受到傷害。[/center]
目標將失去 %1bm 至 %2bm 法術點數[/center]
每回合，施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
1207,"創造物品[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""創造一件由施法者選擇的有用物品。[/center]
物品持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1209,"治癒——疾病[/center]
持續時間：不適用 + 不適用 每 1 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""治癒目標的疾病。[/center]
基礎成功機率為 %bch，再加上 %ach[/center]
施法者每 %clc 級。""[/center]
[/end]"
1210,"治癒——毒素[/center]
持續時間：不適用 + 不適用 每 1 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""解除目標的毒素。[/center]
基礎成功機率為 %bch，再加上 %ach[/center]
施法者每 %clc 級。""[/center]
[/end]"
1211,"治癒——麻痺[/center]
持續時間：不適用 + 不適用 每 1 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""解除目標的麻痺。[/center]
基礎成功機率為 %bch，再加上 %ach[/center]
施法者每 %clc 級。""[/center]
[/end]"
1212,"傷害——生命[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的生命受到傷害。[/center]
目標每回合將失去 %1bm 至 %2bm 點生命，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
1213,"傷害——疲勞[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的疲勞受到傷害。[/center]
目標每回合將失去 %1bm 至 %2bm 點疲勞，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點。""[/center]
[/end]"
1214,"傷害——法術點數[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的法術點數受到傷害。[/center]
目標每回合將失去 %1bm 至 %2bm 法術點數，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
1215,"瓦解[/center]
持續時間：不適用 + 不適用 每 1 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""使目標瓦解。[/center]
基礎成功機率為 %bch，施法者每 %clc 級再加上 %ach。[/center]
""[/center]
[/end]"
1216,"驅散——魔法[/center]
持續時間：不適用 + 不適用 每不適用級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""驅散魔法。[/center]
基礎成功機率為 %bch，[/center]
施法者每 %clc 級再加上 %ach。""[/center]
[/end]"
1217,"驅散——不死生物[/center]
持續時間：不適用 + 不適用 每不適用級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""驅散不死生物。[/center]
基礎成功機率為 %bch，[/center]
施法者每 %clc 級再加上 %ach。""[/center]
[/end]"
1218,"驅散——迪德拉[/center]
持續時間：不適用 + 不適用 每不適用級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""驅散迪德拉。[/center]
基礎成功機率為 %bch，[/center]
施法者每 %clc 級再加上 %ach。""[/center]
[/end]"
1219,"吸取——力量[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的力量被吸取。[/center]
目標將失去 %1bm 至 %2bm 點力量[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1220,"吸取——智力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的智力被吸取。[/center]
目標將失去 %1bm 至 %2bm 點智力[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1221,"吸取——意志[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的意志被吸取。[/center]
目標將失去 %1bm 至 %2bm 點意志[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1222,"吸取——敏捷[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的敏捷被吸取。[/center]
目標將失去 %1bm 至 %2bm 點敏捷[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1223,"吸取——耐力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的耐力被吸取。[/center]
目標將失去 %1bm 至 %2bm 點耐力[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1224,"吸取——速度[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的速度被吸取。[/center]
目標將失去 %1bm 至 %2bm 點速度[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1225,"吸取——魅力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的魅力被吸取。[/center]
目標將失去 %1bm 至 %2bm 點魅力[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1226,"吸取——幸運[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""使目標的幸運被吸取。[/center]
目標將失去 %1bm 至 %2bm 點幸運[/center]
每回合，再加上 %1am 至 %2am 點[/center]
施法者每 %clm 級。""[/center]
[/end]"
1227,"元素抗性——火焰[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""使目標獲得火焰抗性。[/center]
法術持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。基礎成功機率[/center]
為 %bch，施法者每 %clc 級再加上 %ach。[/center]
若法術未成功，目標仍只受一半傷害。""[/center]
[/end]"
1228,"元素抗性——冰霜[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""使目標獲得寒冷抗性。[/center]
法術持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。基礎成功機率[/center]
為 %bch，施法者每 %clc 級再加上 %ach。[/center]
若法術未成功，目標仍只受一半傷害。""[/center]
[/end]"
1229,"元素抗性——毒素[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""使目標獲得毒素抗性。[/center]
法術持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。基礎成功機率[/center]
為 %bch，施法者每 %clc 級再加上 %ach。[/center]
若法術未成功，目標仍只受一半傷害。""[/center]
[/end]"
1230,"元素抗性——電擊[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""使目標獲得電擊抗性。[/center]
法術持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。基礎成功機率[/center]
為 %bch，施法者每 %clc 級再加上 %ach。[/center]
若法術未成功，目標仍只受一半傷害。""[/center]
[/end]"
1231,"元素抗性——魔法[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：不適用 + 不適用 每不適用級[/center]
""使目標獲得魔法抗性。[/center]
法術持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。基礎成功機率[/center]
為 %bch，施法者每 %clc 級再加上 %ach。[/center]
若法術未成功，目標仍只受一半傷害。""[/center]
[/end]"
1232,"強化力量[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的力量。[/center]
目標將獲得 %1bm 至 %2bm 點力量[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1233,"強化智力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的智力。[/center]
目標將獲得 %1bm 至 %2bm 點智力[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1234,"強化意志[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的意志。[/center]
目標將獲得 %1bm 至 %2bm 點意志[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1235,"強化敏捷[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的敏捷。[/center]
目標將獲得 %1bm 至 %2bm 點敏捷[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1236,"強化耐力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的耐力。[/center]
目標將獲得 %1bm 至 %2bm 點耐力[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1237,"強化魅力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的魅力。[/center]
目標將獲得 %1bm 至 %2bm 點魅力[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1238,"強化速度[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的速度。[/center]
目標將獲得 %1bm 至 %2bm 點速度[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1239,"強化幸運[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""提升目標的幸運。[/center]
目標將獲得 %1bm 至 %2bm 點幸運[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。提升持續 %bdr 回合，再加上 %adr 回合[/center]
施法者每 %cld 級。""[/center]
[/end]"
1240,"治療力量[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的力量。[/center]
目標將恢復 %1bm 至 %2bm 點力量，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的力量[/center]
恢復到正常水準。""[/center]
[/end]"
1241,"治療智力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的智力。[/center]
目標將恢復 %1bm 至 %2bm 點智力，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的智力[/center]
恢復到正常水準。""[/center]
[/end]"
1242,"治療意志[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的意志。[/center]
目標將恢復 %1bm 至 %2bm 點意志，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的意志[/center]
恢復到正常水準。""[/center]
[/end]"
1243,"治療敏捷[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的敏捷。[/center]
目標將恢復 %1bm 至 %2bm 點敏捷，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的敏捷[/center]
恢復到正常水準。""[/center]
[/end]"
1244,"治療耐力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的耐力。[/center]
目標將恢復 %1bm 至 %2bm 點耐力，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的耐力[/center]
恢復到正常水準。""[/center]
[/end]"
1245,"治療魅力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的魅力。[/center]
目標將恢復 %1bm 至 %2bm 點魅力，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的魅力[/center]
恢復到正常水準。""[/center]
[/end]"
1246,"治療速度[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的速度。[/center]
目標將恢復 %1bm 至 %2bm 點速度，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的速度[/center]
恢復到正常水準。""[/center]
[/end]"
1247,"治療幸運[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的幸運。[/center]
目標將恢復 %1bm 至 %2bm 點幸運，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的幸運[/center]
恢復到正常水準。""[/center]
[/end]"
1248,"治療生命[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的生命。[/center]
目標將恢復 %1bm 至 %2bm 點生命，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的生命[/center]
恢復到正常水準。""[/center]
[/end]"
1249,"治療疲勞[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""治療目標的疲勞。[/center]
目標將恢復 %1bm 至 %2bm 點疲勞，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者 直到目標的疲勞[/center]
恢復到正常水準。""[/center]
[/end]"
1250,"轉移力量[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""將目標的力量轉移給施法者。[/center]
目標將轉移 %1bm 至 %2bm 點力量，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
1251,"轉移智力[/center]
持續時間：%bdr + %adr 每 %cld 級[/center]
機率：%bch + %ach 每 %clc 級[/center]
強度：%1bm - %2bm + %1am - %2am[/center]
每 %clm 級[/center]
""將目標的智力轉移給施法者。[/center]
目標將轉移 %1bm 至 %2bm 點智力，[/center]
施法者每 %clm 級再加上 %1am 至 %2am 點[/center]
施法者。""[/center]
[/end]"
